company,industry1,industry2,city,state,description,pin,revenue,founded date,website,number of founder,founder1,employee,funding round,funding status,last funding date,last funding amt,last funding type,total funding amt,investor1,investor2,investor3,investor4,investor5,no of investor
Mogae Media,Advertising,Marketing,Worli,Maharashtra,Mogae Media operates as a integrated mobile services provider.,400018,—,"Jan 1, 2008",www.mogaemedia.com/,1,Sandeep Goyal,101-250,1,Private Equity,"Jan 1, 2014",—,Private Equity,—,Multiples,,,,,1
Must See India,Career Planning,Guides,Bangalore,Karnataka,Must See India is an online travel portal providing individuals with customizable holiday packages and information about travel in India.,560076,$1M to $10M,"Nov 1, 2007",www.mustseeindia.com,3,Karan Nahata,Nov-50,1,Seed,"Jul 2, 2013","₹ 15,00,000.00",Seed,"₹ 15,00,000.00",,,,,,—
SustainTech India,Agriculture,Communities,Madurai,Tamil Nadu,To promote the rapid adoption of sustainable energy related technologies and products.,625020,$1M to $10M,2009,www.sustaintech.in/,1,Svati Bhogle,Nov-50,1,Seed,"Jan 1, 2009",—,Seed,—,Opes Impact Fund,,,,,1
Eashmart,Mobile,,Delhi,Delhi,"Eashmart enables consumers to use credit/debit cards to make payments for anything, without having to swipe the card in a swipe machine.",—,Less than $1M,2011,eashmart.com,1,Amit Kumar,01-Oct,1,Private Equity,"Jan 31, 2014",—,Private Equity,—,IIMA Ventures,,,,,1
Ruchi Realty,Real Estate,,Indore,Madhya Pradesh,"The company focuses on maintain international standards in quality construction, timely delivery and customer satisfaction.",452001,$10M to $50M,2009,www.ruchirealty.com,1,Manish Shahra,51-100,1,—,"Nov 10, 2009",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Beyond Evolution,Telecommunications,,Gurgaon,Haryana,Beyond Evolution develop a variety of innovative Consumer Mobile Apps & Services viz.,122002,—,2005,www.beyondevolution.in/,1,Abhishek Sharma,Nov-50,1,Seed,"Aug 24, 2016",—,Seed,—,Airtel,Kamal Puri,Vineet Taneja,,,3
Red Panda Innovation Labs,Apps,Mobile,Mumbai,Maharashtra,Red Panda Innovation Labs enables technology product ideas to meet entrepreneurs who can convert these ideas into viable businesses.,400 005,Less than $1M,2011,www.redpanda.co.in,2,Karan Rai,01-Oct,1,—,"Sep 1, 2011","$ 5,00,000.00",Venture - Series Unknown,"$ 5,00,000.00",,,,,,—
Brandpotion,Advertising,Communities,Mumbai,Maharashtra,Crowdsourcing Video & Design Platform,—,Less than $1M,2009,www.brandpotion.com,—,,01-Oct,1,Seed,"Jan 1, 2009",—,Seed,—,H-FARM,,,,,1
Ramprastha Group,Real Estate,,Delhi,Delhi,Ramprastha Group is one of the most recognized real estate and infrastructure development companies in the country today.,—,—,2008,www.ramprastha.com,1,Arvind Walia,Nov-50,1,—,"May 13, 2010",—,Venture - Series Unknown,—,Brand Capital,,,,,1
IndianStage,Media and Entertainment,,Bangalore,Karnataka,IndianStage reflects the magnificent Indian cultural depth in performing arts. Remember the time you sat on cool granite on a temple floor,—,—,2008,indianstage.in,3,Baskar Ethirajan,Nov-50,1,—,"Feb 17, 2014",—,Venture - Series Unknown,—,Blume Ventures,,,,,1
Car Club,Leasing,Rental,Bandra,Maharashtra,Car Club is a car rental and leasing company that provides transport and fleet management services.,—,—,"Apr 1, 2007",www.drivecarclub.com/,1,SP Balasubramanian,101-250,2,Seed,"Jan 1, 2010","₹ 9,12,00,000.00",Seed,"₹ 29,45,00,000.00",Berggruen Holdings,,,,,1
Daksh Infosoft,Advertising,Web Design,Jaipur,Rajasthan,"Daksh Infosoft Pvt Ltd - Web application development & Designing, Web Hosting, Bulk SMS Marketing and Advertising Company.",—,—,2010,www.dakshinfo.com/,—,,Nov-50,1,M&A,"Sep 24, 2001","$ 60,00,000.00",Series B,"$ 60,00,000.00",Citi,,,,,1
Lokhandwala Infrastructure,Real Estate,,Mumbai,Maharashtra,Lokhandwala Infrastructure is a specializing in Real Estate Development.,400018,—,"Jan 2, 2006",www.lokhandwalainfrastructure.com,3,Aliasgar Mohammed Lokhandwala,Nov-50,1,—,"Oct 1, 2010",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Intepat IP Services,Consulting,Finance,Bangalore,Karnataka,Intepat IP Services is a niche intellectual property consulting firm providing property-related services.,560078,$1M to $10M,2009,www.intepat.com,1,Senthil Kumar,Nov-50,1,Seed,"Sep 1, 2009","$ 10,000.00",Seed,"$ 10,000.00",,,,,,—
Paramount Airways,Air Transportation,,Chennai,Tamil Nadu,Paramount Airways provides airline services.,600032,$100M to $500M,2005,www.paramountairways.com,1,M. Thiagarajan,501-1000,1,—,"Sep 1, 2005",—,Venture - Series Unknown,—,Brand Capital,,,,,1
AyurVAID Hospitals,Health Care,Hospital,Ernakulam,Kerala,AyurVAID Hospitals is an ayurveda hospital chain company.,—,$1M to $10M,"Jan 1, 2005",www.keralafirst.com/,1,Rajiv Vasudevan,101-250,1,—,"Jun 13, 2008","₹ 4,50,00,000.00",Venture - Series Unknown,"₹ 4,50,00,000.00",Acumen,,,,,1
iStream.com,News,Video,Bangalore,Karnataka,"We're an online #video service bringing the best #News (Live + VOD), hit #TV Shows and blockbuster #Movies in multiple languages.",—,$10M to $50M,2007,www.istream.com,2,Chellappa Dhanukodi,Nov-50,1,Early Stage Venture,"Nov 17, 2011","$ 50,00,000.00",Series A,"$ 50,00,000.00",SAIF Partners,,,,,1
INZ Axis Tech Services Pvt. Ltd,EdTech,Education,Bangalore,Karnataka,INZ Axis Tech Services Pvt. Ltd builds Saas applications for the educational industry in India.,560072,—,"Dec 4, 2009",www.inzaxis.com,1,Savitha Bhadregowda,Nov-50,1,—,"Mar 26, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
E-Hands Energy,Energy,Renewable Energy,Chennai,Tamil Nadu,E-Hands Energy provides clean energy services intended to harness solar and wind energy resources.,—,—,2009,www.ehandsenergy.in/,—,,01-Oct,1,—,"Jan 1, 2013",—,Venture - Series Unknown,—,Opes Impact Fund,,,,,1
K2 Learning,EdTech,Education,Bangalore,Karnataka,"K2 Learning helps students, educators, and researchers advance the profession of commerce education through research.",560055,Less than $1M,"Jan 11, 2009",k2learning.in,1,Sripal Jain,101-250,1,Seed,"Oct 18, 2013","$ 13,00,000.00",Angel,"$ 13,00,000.00",Radheshyam Agarwal,,,,,1
Brand Calculus,Food and Beverage,Franchise,Bengaluru,Karnataka,Brand Calculus brings fast food restaurant brands from across the world to India.,—,—,2008,,—,,01-Oct,1,—,"May 8, 2009",—,Venture - Series Unknown,—,Helion Venture Partners,,,,,1
Akshayini Oorja Private Ltd,Energy,Hydroelectric,Noida,Uttar Pradesh,Akshayini Oorja Private Limited develops and manages small and medium hydro power projects.,201 301,—,2007,akshayinioorja.com/,—,,01-Oct,1,—,"Feb 1, 2010",—,Venture - Series Unknown,—,True North,,,,,1
Dr. Paul's Multispeciality Clinic,Health Care,,Kolkata,West Bengal,Dr. Paul's Advanced Hair & Skin Solutions offers hair and skin care treatments for both men and women.,700106,$1M to $10M,2007,www.drpaulsonline.com/,2,Abhijit Paul,251-500,1,—,"Jun 15, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Zolijns,Building Material,Furniture,New Delhi,Delhi,"Zolijns is an Impeccable design, exquisite craftsmanship, world class collaborations.",110 013,$1M to $10M,2010,zolijns.com/,1,Ashish Taneja,Nov-50,1,—,"Dec 23, 2013",—,Venture - Series Unknown,—,growX ventures,,,,,1
Mindlogicx,EdTech,Information Technology,Bengaluru,Karnataka,Mindlogicx is a global technology company offering products and solutions in the EdTech domain.,—,—,"Oct 21, 2010",www.mindlogicx.com/,1,Suresh Elangovan,101-250,1,—,"Aug 1, 2010","₹ 5,00,00,000.00",Venture - Series Unknown,"₹ 5,00,00,000.00",Kalpathi Investments,,,,,1
DreamTeam Technologies,Education,Information Technology,Jodhpur,Rajasthan,DREAMTEAM Technologies is an IT company that offers education and campus automation management software for schools and universities.,—,—,"Jan 1, 2005",www.dreamteam.co.in,1,Sushil Sharma,—,1,Seed,"Apr 1, 2006",—,Seed,—,Sushil Sharma,,,,,1
Suchirindia Infratech,Real Estate,,Hyderabad,Andhra Pradesh,"Suchirindia Infratech offers the infrastructure, real estate, and hospitality industry with project design and development services.",500096,$1M to $10M,2005,suchirindia.in/,—,,Nov-50,1,—,"Nov 5, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Asiana Hotels & Resorts,Hospitality,Hotel,Chennai,Tamil Nadu,Asiana Hotels & Resorts is a provider of hospitality services.,—,—,2007,www.asianahotels.com/,—,,Nov-50,1,Private Equity,"May 1, 2009","A$ 4,00,00,000.00",Private Equity,"A$ 4,00,00,000.00",Banyan Fund Management,,,,,1
Onward Mobility,Software,,Mumbai,Maharashtra,Onward Mobility is a Softwares and wireless Gadgets.,—,—,2008,onwardmobility.com/,1,Peter Franklin,51-100,1,—,"Mar 29, 2010",—,Venture - Series Unknown,—,Mumbai Angels,,,,,1
SITAC RE,Construction,Energy,New Delhi,Delhi,"SITAC RE is an independent wind energy company exclusively focused on the development, financing, construction.",110 001,—,2006,www.sitacltd.com/,1,Malvinder Singh,Nov-50,1,—,"Jan 29, 2013","₹ 40,00,00,000.00",Venture - Series Unknown,"₹ 40,00,00,000.00",GVFL,,,,,1
Gramco,Agriculture,Farmers Market,Madhya Pradesh,India,Gramco is a change agent that facilitates the farming sector through modern and state of the art infrastructure.,10,$10M to $50M,2009,gramco.in,1,Samridhi Fund,51-100,1,Private Equity,"Aug 26, 2013","$ 23,00,000.00",Private Equity,"$ 23,00,000.00",,,Marketing,,,1
International Recreation Parks,,,Noida,Uttar Pradesh,International Recreation Parks is an urban development project.,—,—,2007,www.worldsofwonder.in/,—,,Nov-50,1,Private Equity,"Jul 5, 2006","₹ 75,00,00,000.00",Private Equity,"₹ 75,00,00,000.00",IDFC Private Equity,,,,,1
HEMA Construction & Interior,Construction,,Salem,Tamil Nadu,"\\""\""Hema Construction & Interiors - is a high standard Service Provider of CIVIL ENGINEERING CONTRACTORS""",https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/asia-pacific,636016,,2008,—,https://www.crunchbase.com/search/people/field/organization.companies/num_founders/hema-construction-interior,https://www.crunchbase.com/person/hema-panneerselvam-e70f,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/hema-construction-interior,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/num_funding_rounds/hema-construction-interior,Early Stage Venture,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/hema-construction-interior,,https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_type/hema-construction-interior,—,,,,,
Techmed Healthcare,Health Care,Health Diagnostics,Chennai,Tamil Nadu,Tech-Med Healthcare is a new age healthcare organization striving to make good health a way of life for all.,600 017,Less than $1M,2008,www.techmedhealthcare.com,2,T.G. Rajaramanan,501-1000,1,—,"Dec 9, 2013",—,Venture - Series Unknown,—,Matrix,,,,,1
Frameboxx,Animation,Education,Mumbai,Maharashtra,Frameboxx Animation & Visual Effects is a versatile conglomerate with a focus on providing high end media and entertainment training.,400059,$1M to $10M,2007,www.frameboxx.in/,1,Rajesh R. Turakhia,251-500,1,Private Equity,"Apr 28, 2010",—,Private Equity,—,India Alternatives Private Equity Fund,,,,,1
HIPE,Infrastructure,,Bangalore,Karnataka,HIPE is an Infrastructure Development subsidiary of Jupiter Capital,—,—,Jun-05,www.hipe.in/,1,Rajeev Chandrasekhar,—,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,Jupiter Capital,,,,,1
PBEL Property Development,Real Estate,,Hyderabad,Andhra Pradesh,PBEL India is a professionally driven company that has a diverse portfolio with strong real estate fundamentals.,500 033,—,2007,www.pbel.in,1,Anand Reddy,5001-10000,1,—,"Dec 14, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Go Health India,Health Care,,Mumbai,Maharashtra,Go Health India is a medical treatment and surgical company that offers assistance with hospitals in India.,—,$10M to $50M,2008,www.gohealth.in,1,Sunjay kumar,51-100,1,Seed,"Mar 9, 2015",—,Seed,—,DeepWell Ventures,,,,,1
Leverage Group,Construction,Property Development,Nagpur,Maharashtra,Leverage Group is a construction company.,440001,—,2010,www.leveragegroup.in,4,Aditya Gupta,01-Oct,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,GPA group,,,,,1
Saankhya Techneering,Civil Engineering,,Bangalore,Karnataka,Saankhya TechNeering is an Engineering and Consulting Company based,560040,—,2005,www.saankhyatech.com,—,,Nov-50,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,Horizen Ventures,,,,,1
Brookefield Hospital,Health Care,Hospital,Bengaluru,Karnataka,"Brookefield, A Unit of Sanjeevini Healthcare pvt ltd, is a 100-bed multi-specialty hospital.",560037,—,2009,www.brookefieldhospital.com/,—,,101-250,1,M&A,"Mar 1, 2011",—,Venture - Series Unknown,—,,,,,,—
Gift2Greet.com,E-Commerce,Gift,Madhapur,Andhra Pradesh,"Gift2Greet.com is an online service to send gifts like cakes, flowers, chocolates, sweets, baby dresses, sarees and Toys to Hyderabad.",500081,$1M to $10M,2007,www.gift2greet.com,2,Krish B.,Nov-50,1,Seed,"Jan 1, 2014","$ 2,50,000.00",Seed,"$ 2,50,000.00",,,,,,—
Nadhi,Construction,Enterprise Software,Chennai,Tamil Nadu,Construction management solutions,600017,$1M to $10M,"Sep 1, 2008",www.nadhi.in,2,Kalyan Vaidyanathan,Nov-50,1,Seed,"Oct 1, 2008",—,Seed,—,,,,,,—
GAP Miners,E-Commerce,Software,Hyderabad,Andhra Pradesh,"Gap Miners is an online service provider that identifies gaps in the online market and provides technology-based, user friendly solutions.",500082,—,2008,www.gapminers.com,2,Raghavendra Prasad,Nov-50,1,Seed,"Jan 1, 2008","$ 5,00,000.00",Seed,"$ 5,00,000.00",,,,,,—
AlphaBeta Labs,Automotive,EdTech,Bangalore,Karnataka,We built @FoodKhoj for enabling easy food options for students in campuses.,560017,Less than $1M,2010,alphabetalabs.com,3,Hanu Kunduru,01-Oct,1,Seed,"Jul 17, 2012","$ 40,000.00",Seed,"$ 40,000.00",Start-Up Chile,,,,,1
Brandis Manufacturing and Marketing,Fashion,Manufacturing,Bengaluru,Karnataka,Brandis Manufacturing and Marketing manufactures lingerie and men's active wear.,560068,—,2010,www.brandisindia.com,—,,501-1000,1,Private Equity,"Nov 8, 2012","₹ 70,00,00,000.00",Private Equity,"₹ 70,00,00,000.00",Peepul Capital LLC,,,,,1
Bright Spot Technology,Developer Platform,Enterprise Software,Coimbatore,Tamil Nadu,Bright Spot Technology is a software product development company.,641005,$1M to $10M,2008,www.brightspottechnology.com,1,Gopikrishnan Raman,Nov-50,1,Early Stage Venture,"Feb 1, 2013",—,Series B,—,Sinovation Ventures,,,,,1
Pipal Tree Ventures,Construction,Consulting,Mumbai,Maharashtra,Pipal Tree Ventures engages in the field of improving the quality of construction work.,—,—,"Jul 1, 2007",www.pipaltreeventures.com/,1,Santosh Parulekar,101-250,1,Seed,"Nov 15, 2010","₹ 2,25,00,000.00",Seed,"₹ 2,25,00,000.00",IDFC Foundation,,,,,1
Institute of Creative Excellence,Education,Media and Entertainment,Mumbai,Maharashtra,Institute of Creative Excellence provides education for the entire media and entertainment industry related courses.,—,—,"Jan 1, 2010",www.theiceinstitute.com,—,,01-Oct,1,Seed,"Oct 1, 2012",—,Pre-Seed,—,Balaji Telefilms Ltd.,,,,,1
Sree Sai Aerotech Innovation,Artificial Intelligence (AI),,Chennai,Tamil Nadu,Sree Sai Aerotech Innovation is an  AI and GEO-IOT solutions.,600041,—,2005,muav.co.in/,2,Sai Pattabiram,Nov-50,1,Private Equity,"Jan 1, 2019",—,Private Equity,—,IndiaNivesh Fund,,,,,1
atOnePlace.com,Building Material,Commercial Real Estate,Noida,Uttar Pradesh,atOnePlace.com is an online real estate marketplace that offers Indian properties to worldwide clients.,201301,—,"Jun 26, 2006",www.atOnePlace.com,2,Gunjan Garg,51-100,1,M&A,"Sep 20, 2008","$ 2,50,000.00",Angel,"$ 2,50,000.00",,,,,,—
Wild East Group,Architecture,Brand Marketing,Mumbai,Maharashtra,Wild East Group helps brands build and manage business development opportunities.,400 054,—,2009,www.wildeastgroup.com/home,1,Sid Shah,Nov-50,2,M&A,"Mar 2, 2015",—,Venture - Series Unknown,—,Mumbai Angels,Nihal Mehta,India Internet Fund,,,3
Stockezy,Finance,Stock Exchanges,Mumbai,Maharashtra,stockezy is a social investing community designed to connect Indian stock market investors.,400059,—,"Aug 20, 2008",www.stockezy.com,3,Nikhil Badwe,Nov-50,1,Seed,"Jan 4, 2011","$ 1,00,000.00",Angel,"$ 1,00,000.00",Dorsey Wright and Associates,,,,,1
Persang Karaoke,Music,,Vadodara,Gujarat,Persang Karaoke stand for best karaoke music system in India to sing a song at home including 6000+ songs music tracks.,390020,—,2010,www.persangkaraoke.com,1,Persang Bavaadam,101-250,1,—,"Mar 1, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Chippersage Education,Education,,Bangalore,Karnataka,Chipper Sage aspires to be among the best companies in the business of providing research critical products,560037,—,2009,thechippersage.com/,1,Latha Srinivasan,Nov-50,2,—,"Jan 1, 2019",—,Venture - Series Unknown,—,Michael & Susan Dell Foundation,CBA Capital,India Educational Investment Fund,,,3
Vriti Infocom,B2B,Content,Noida,Uttar Pradesh,Vriti Infocom is an education platform that connects content providers with students who look for courses.,201301,$1M to $10M,2006,www.vriti.com,4,Pankaj Vermani,501-1000,2,Early Stage Venture,"Aug 25, 2010","$ 50,00,000.00",Series B,"$ 75,00,000.00",Intel Capital,JAFCO Asia,,,,2
NCC Urban,Real Estate,,Hyderabad,Andhra Pradesh,A world class building techniques and state-of-the-art building infrastructure that is expertly commandeered by top-notch professionals.,500 081,$1M to $10M,2005,www.nccurban.com,1,Narayana Alluri,501-1000,1,—,"Jun 26, 2015",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Viswas,Agriculture,Retail,Secunderabad,Andhra Pradesh,Viswas is a one stop shopping retail agri-input outlet that offers aid to Indian farmers and to productivity in agriculture.,—,$10M to $50M,2006,www.viswas.net,—,,Nov-50,1,Private Equity,"Apr 11, 2007",—,Private Equity,—,Peepul Capital LLC,,,,,1
ULink BioEnergy,Retail,Retail Technology,Mumbai,Maharashtra,ULink BioEnergy manufactures and distributes organic fertilizers.,400005,—,"Oct 28, 2008",ulinkorganics.com/,—,,01-Oct,2,Seed,"Jan 1, 2014",—,Seed,—,Aavishkaar Venture Capital,,,,,1
Natesan Housing,Real Estate,,Chennai,Tamil Nadu,Natesan Housing is a residential development company.,620005,—,2007,www.ponnidelta.com#sthash.nmjxi26y.dpbs,2,Melapoothanur Mani Iyer,01-Oct,1,—,"Dec 22, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Cooolio Online,Consulting,Software,Bangalore,Karnataka,Cooolio is an online portfolio company that conceptualizes and develops web- and mobile-based technology applications.,560078,$1M to $10M,"Apr 1, 2010",www.cooolio.com,1,Gappan Annamalai,01-Oct,1,Seed,"Sep 30, 2013","$ 2,10,000.00",Seed,"$ 2,10,000.00",,,,,,—
Aakriti,Real Estate,,Hyderabad,Andhra Pradesh,Aakriti is among the emergent names in the Real Estate industry that assures to deliver the best and uncompromisable quality projects.,500 033,—,2007,www.aakritihousing.com,1,Manoj Kumar,101-250,1,—,"Oct 20, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Shree Shubham Logistics,Agriculture,Shipping,Mumbai,Maharashtra,Shree Shubham Logistics is a warehousing company for agriculture and non-agriculture commodities.,—,—,"Jan 1, 2007",www.ssll.in/,1,Maneesh Mansingka,101-250,1,Private Equity,"Apr 15, 2013","$ 1,50,00,000.00",Private Equity,"$ 1,50,00,000.00",Tano Capital,,,,,1
AdScoot,Advertising,,Mumbai,Maharashtra,AdScoot is an Indian advertising company providing services that help individuals purchase ad space.,—,—,2009,www.adscoot.com,1,Suyash Trivedi,—,1,Seed,"Aug 26, 2009","$ 50,000.00",Seed,"$ 50,000.00",The Morpheus,,,,,1
SLS Power,Energy,Renewable Energy,Bengaluru,Karnataka,SLS Power is a hydro and solar power generation company.,—,—,"Jan 1, 2005",www.slspowercorporation.com/,—,,Nov-50,1,—,"Sep 1, 2011",—,Venture - Series Unknown,—,IFCI Venture Capital Funds,,,,,1
Gravity Fashion,E-Commerce,Fashion,Surat,Gujarat,Online store for Indian Ethnic Wears,395007,Less than $1M,"Dec 6, 2010",www.gravity-fashion.com,3,Hiren Patel,01-Oct,1,Seed,"Dec 20, 2015",—,Seed,—,,,,,,—
Data View Systems,DevOps,Information Technology,Noida,Uttar Pradesh,"Saas, Product Based, Online mortage",201301,—,2008,data-views.com,—,,01-Oct,1,Seed,"Mar 21, 2008","₹ 1,00,000.00",Seed,"₹ 1,00,000.00",,,,,,—
Motzkin Group,Commercial Real Estate,Construction,Bangalore City,Karnataka,"The Motzkin Group comprises of Industry experts and entrepreneurs in the Real Estate, IT and Hospitality sectors.",—,$1M to $10M,"Mar 14, 2010",www.motzkingroup.com/,1,Atul Dwivedi,Nov-50,1,—,"Sep 4, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Plan My food,Apps,Online Portals,Mumbai,Maharashtra,Plan My Food helps you choose right by removing all the complexities in the food decision making process.,—,—,2009,planmyfood.com,—,,—,3,Seed,"Nov 2, 2011","£ 53,000.00",Seed,"£ 1,62,550.00",Northstar Ventures,,,,,1
Yellow Monkey Studios Pvt,Gamification,Gaming,Mumbai,Maharashtra,An independent game development studio currently developing for iPhone/iPad/iPod Touch (iOS) Platforms.,—,Less than $1M,2007,www.yellowmonkeystudios.com,1,Shailesh Prabhu,01-Oct,1,Seed,"Feb 1, 2013","€ 10,000.00",Seed,"€ 10,000.00",GameFounders,,,,,1
ArrayShield,Information Technology,Network Security,Chennai,Tamil Nadu,Pattern Based Two Factor Authentication,600 044,—,"May 6, 2010",www.arrayshield.com,2,Pavan Thatha,Nov-50,1,Seed,"Sep 1, 2014",—,Seed,—,Microsoft Accelerator,,,,,1
Iris Energy,Electronics,Energy,Pune,Maharashtra,Iris Energy provides remote management solutions for high-intensity discharge lighting applications.,—,—,"Jan 1, 2009",www.irisenergy.in,2,Janaki Chandran,01-Oct,1,Private Equity,"Feb 13, 2012",—,Private Equity,—,Cipher Plexus,,,,,1
Justrojgar,Classifieds,Employment,New Delhi,Delhi,Justrojgar is an online employability platform.,—,$1M to $10M,"Jun 8, 2009",justrojgar.com/,1,Ajaya Mohapatra,01-Oct,2,Seed,"Aug 27, 2022",—,Seed,"₹ 27,00,000.00",Upaya Social Ventures,IIML- Enterprise Incubation Centre,,,,2
Pride Purple Group,Communities,Real Estate,Pune,Maharashtra,"Pride Purple Group is one of Pune’s prominent, preferred and fast-growing real estate companies.",411016,$1M to $10M,2007,www.pridepurplegroup.com,1,Shravan Agarwal,Nov-50,1,—,"Apr 11, 2007",—,Venture - Series Unknown,—,Brand Capital,,,,,1
MAK Projects,Real Estate,,Hyderabad,Andhra Pradesh,"MAK Projects is a premier Infrastructure, Housing and Development Company.",500034,$1M to $10M,2006,www.makprojects.com,2,Murali Krishna Reddy,51-100,1,—,"Apr 1, 2013",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Rakindo,Real Estate,,Chennai,Tamil Nadu,"They are Rakindo Developers . With only so much pride that our credentials will allow, they call ourselves the life stylists of life spaces.",—,$100M to $500M,2007,www.rakindo.com,—,,501-1000,1,—,"Apr 1, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
ANP Atelier and Associates,,,New Delhi,Delhi,ANP Atelier & Associates is a multi-disciplined design firm,110030,—,2007,atelier.co.in/,—,,101-250,1,Seed,"Sep 26, 2019",—,Seed,—,,,,,,—
Ecco,Biotechnology,Manufacturing,Delhi,Delhi,Ecco is focused on developing more environmentally benign products.,110092,$50M to $100M,2009,ecco.in/,—,,Nov-50,1,—,"Jan 1, 2019",—,Venture - Series Unknown,—,Bedrock Venture Management,,,,,1
Bubble Blue,Education,,Kolkata,West Bengal,Bubble Blue is a play school offering early childhood education to children .,—,Less than $1M,2007,bubbleblue.org/,1,Nabonita Bose Mukherjee,01-Oct,1,Seed,"Sep 1, 2017",—,Seed,—,Brandshoots Ventures,,,,,1
Evoma,Commercial Real Estate,Coworking,Bengaluru,Karnataka,Evoma provides furnished office spaces and conference rooms for entrepreneurs and corporate travellers.,—,—,"Jan 1, 2005",evoma.com/,—,,Nov-50,1,—,"Dec 1, 2007","₹ 27,63,00,000.00",Venture - Series Unknown,"₹ 27,63,00,000.00",,,,,,—
ButterFly Media,Apps,Social Media,Delhi,India,ButterFly Media is an online platform that offers Facebook engagement marketing.,—,Less than $1M,2005,bmntw.com,1,Mehrdad Piroozram,Nov-50,1,Seed,"Feb 5, 2009",—,Angel,—,,,,,,1
Lumicel Animation Studios,Animation,Broadcasting,Trivandrum,Kerala,Leading Animation Content Creator and Service Provider,—,—,2009,www.lumicelstudios.com/,2,Anees MeeraSahib,Nov-50,2,Seed,"May 5, 2012",—,Seed,—,Rameez Meerasahib,,,,,1
Mounthill Realty,Real Estate,,Kolkata,West Bengal,Mounthill Realty is a vibrant dynamic real estate development organization.,700098,$500M to $1B,2009,www.mounthillrealty.com,2,Hemant Kumar Sikaria,5001-10000,1,—,"Dec 23, 2014",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Manas Informatic,News,Publishing,Mohali,Punjab,Manas Informatic is a news and media company that offers news and latest stock market information.,170066,$10M to $50M,"May 5, 2007",www.topnews.in,—,,51-100,1,Seed,"Feb 2, 2008","$ 1,60,000.00",Seed,"$ 1,60,000.00",,,,,,—
Autodynamic Engineering Pvt. Ltd.,Manufacturing,,Pune,Maharashtra,A company promoted by a team of professionals with more than 25 years experience in the Industry.,411057,Less than $1M,2010,www.autodynamics.co.in/,1,Anil George,51-100,1,—,"Dec 22, 2012",—,Venture - Series Unknown,—,Brand Capital,,,,,1
Palogix Infrastructure,Freight Service,Logistics,Noida,Uttar Pradesh,"Palogix Infrastructure is a logistic, freight terminal and rail cargo handling service company.",—,—,"Jan 1, 2007",palogix.in/,—,,01-Oct,1,—,"Aug 1, 2010","₹ 50,00,00,000.00",Venture - Series Unknown,"₹ 50,00,00,000.00",Bessemer Venture Partners,IFCI Venture Capital Funds,,,,2
Centillion,Accounting,Financial Services,Bengaluru,Karnataka,Centillion offers back-office processing services for retail banking and related financial services.,—,—,"Jan 1, 2006",www.centillioncosmos.com/,—,,101-250,1,Private Equity,"Aug 1, 2006",—,Private Equity,—,Sabre Advisors,,,,,1
BolRealty.com,Angel Investment,Internet,New Delhi,Delhi,BolRealty is a received an undisclosed investment,—,Less than $1M,2007,bolrealty.com/,1,Amit Chhabra,01-Oct,1,Seed,"Oct 16, 2015",—,Angel,—,Manpreet Singh,,,,,1
Vimagino,Advertising,Internet,Bangalore,Karnataka,vimagino is an Indian company that offers intent insight technology helping brands transform customer experiences.,560100,—,"Feb 8, 2009",www.vhelp.me,4,Gaurav Vaish,Nov-50,1,Seed,"Apr 1, 2010","$ 85,000.00",Seed,"$ 85,000.00",Mythily Ramesh,,,,,1
Indian Energy,Clean Energy,Energy,Andheri,Maharashtra,Indian Energy is an independent power producer focused on generating and supplying power from its renewable energy projects.,400053,$1M to $10M,"Mar 1, 2007",www.indianenergy.in,—,,01-Oct,1,—,"Sep 8, 2009","$ 1,60,00,000.00",Venture - Series Unknown,"$ 1,60,00,000.00",,,,,,—
Groupe Athena,Biotechnology,Medical,Mumbai,Maharashtra,Groupe Athena helps companies exporting pharmaceutical and medical products obtain FDA approval.,400002,—,2008,groupeathena.com,—,,01-Oct,1,IPO,"Mar 3, 2010","$ 23,55,000.00",Venture - Series Unknown,"$ 23,55,000.00",,,,,,—
